SpecimenID,Species,Treatment,Number,StartDate,EndDate,Duration,Inoculant,InitialDryWeight,PostInoculationWeight,PostInnocDryWeight,PostExtractionWeight,ImpregnatedOilWeight,Retention.kg.m3,WoodWeight,RemainingOilWeight.g,EndWeightMinusWoodWeight,OilRemainingPerc,MCPostInoculation,RelativeMassLoss,OilExtract.g,OilExtract_rel,OilContent ,PetriDish
P-GM-MB-27,P,GM,187,29/07/2016,23/09/2016,8,gt,1.807,2.0766,1.2848,1.0847,0.758,505,1.049,0.2358,0.0357,0.31,0.62,0.29,0.2,0.16,0,tv4
P-GM-MB-28,P,GM,188,29/07/2016,23/09/2016,8,gt,1.8105,2.0916,1.2811,1.0937,0.752,501,1.0585,0.2226,0.0352,0.3,0.63,0.29,0.19,0.15,0,tv5
P-GM-MB-29,P,GM,189,29/07/2016,23/09/2016,8,gt,1.8221,2.1071,1.3314,1.119,0.744,496,1.0781,0.2533,0.0409,0.34,0.58,0.27,0.21,0.16,0,tv6
P-GM-MB-3,P,GM,163,13/07/2016,02/11/2016,16,pm,1.3038,1.8205,1.1062,0.6745,0.726,484,0.5778,0.5284,0.0967,0.73,0.65,0.15,0.43,0.39,0,tv7
P-GM-MB-30,P,GM,190,29/07/2016,23/09/2016,8,gt,1.8067,2.1298,1.314,1.1563,0.721,481,1.0857,0.2283,0.0706,0.32,0.62,0.27,0.16,0.12,0,tv8
P-GM-MB-31,P,GM,191,29/07/2016,23/09/2016,8,gt,1.833,2.1136,1.3152,1.1188,0.718,479,1.115,0.2002,0.0038,0.28,0.61,0.28,0.2,0.15,0,plo9
P-GM-MB-32,P,GM,192,04/08/2016,29/09/2016,8,gt,1.8013,2.22,1.3474,1.1253,0.699,466,1.1023,0.2451,0.023,0.35,0.65,0.25,0.22,0.16,0,tv kont2
P-GM-MB-33,P,GM,193,04/08/2016,29/09/2016,8,gt,1.836,2.239,1.3246,1.1201,0.718,479,1.118,0.2066,0.0021,0.29,0.69,0.28,0.2,0.15,0,tv kont2
P-GM-MB-34,P,GM,194,04/08/2016,29/09/2016,8,gt,1.7938,2.1733,1.2562,1.0541,0.744,496,1.0498,0.2064,0.0043,0.28,0.73,0.3,0.2,0.16,0,tv kont2
P-GM-MB-35,P,GM,195,04/08/2016,29/09/2016,8,gt,1.7891,2.181,1.3222,1.1096,0.718,479,1.0711,0.2511,0.0385,0.35,0.65,0.26,0.21,0.16,0,tv kont2
P-GM-MB-36,P,GM,196,04/08/2016,29/09/2016,8,gt,1.8334,2.2073,1.2802,1.1405,0.762,508,1.0714,0.2088,0.0691,0.27,0.72,0.3,0.14,0.11,0,tv kont1
P-GM-MB-37,P,GM,197,04/08/2016,29/09/2016,8,pm,1.2814,1.5261,1.1215,1.0303,0.201,134,1.0804,0.0411,-0.0501,0.2,0.36,0.12,0.09,0.08,0,tv kont1
P-GM-MB-38,P,GM,198,04/08/2016,29/09/2016,8,pm,1.8421,2.2283,1.4523,1.1089,0.741,494,1.1011,0.3512,0.0078,0.47,0.53,0.21,0.34,0.24,0,tv kont1
P-GM-MB-39,P,GM,199,04/08/2016,29/09/2016,8,pm,1.8673,2.254,1.4514,1.1734,0.69,460,1.1773,0.2741,-0.0039,0.4,0.55,0.22,0.28,0.19,0,tv kont1
P-GM-MB-4,P,GM,164,13/07/2016,02/11/2016,16,gt,1.2652,1.7534,1.0133,0.6062,0.707,471,0.5582,0.4551,0.048,0.64,0.73,0.2,0.41,0.4,0,plo kont2
P-GM-MB-40,P,GM,200,04/08/2016,29/09/2016,8,pm,1.8383,2.2144,1.4262,1.2116,0.778,519,1.0603,0.3659,0.1513,0.47,0.55,0.22,0.21,0.15,0,plo kont2
P-GM-MB-5,P,GM,165,13/07/2016,02/11/2016,16,gt,1.1248,1.7842,0.9622,0.6352,0.557,371,0.5678,0.3944,0.0674,0.71,0.85,0.14,0.33,0.34,0,plo kont2
P-GM-MB-6,P,GM,166,13/07/2016,02/11/2016,16,gt,1.2505,1.7593,0.9534,0.5912,0.716,477,0.5345,0.4189,0.0567,0.59,0.85,0.24,0.36,0.38,0,plo kont2
P-GM-MB-7,P,GM,167,13/07/2016,02/11/2016,16,gt,1.077,1.7957,0.9167,0.6017,0.503,335,0.574,0.3427,0.0277,0.68,0.96,0.15,0.32,0.34,0,plo kont1
P-GM-MB-8,P,GM,168,13/07/2016,02/11/2016,16,gt,1.2733,1.8032,0.9324,0.5782,0.725,483,0.5483,0.3841,0.0299,0.53,0.93,0.27,0.35,0.38,0,plo kont1
P-GM-MB-9,P,GM,169,28/07/2016,17/11/2016,16,pm,1.0838,1.8139,0.9781,0.6947,0.45,300,0.6338,0.3443,0.0609,0.77,0.85,0.1,0.28,0.29,0,plo kont1
P-kontrola,P,,401,13/07/2016,02/11/2016,16,pm,0.8883,1.247,0.7272,0,0,0,0.8883,0,-0.1611,0,0.71,0.18,0.73,1,0,plo kont1
P-kontrola,P,,402,13/07/2016,02/11/2016,16,pm,0.8878,1.0582,0.7265,0,0,0,0.8878,0,-0.1613,0,0.46,0.18,0.73,1,0,plo10
P-kontrola,P,,403,13/07/2016,02/11/2016,16,pm,0.9387,1.1913,0.7902,0,0,0,0.9387,0,-0.1485,0,0.51,0.16,0.79,1,0,tv9
P-kontrola,P,,404,13/07/2016,02/11/2016,16,gt,0.8708,1.8302,0.8165,0,0,0,0.8708,0,-0.0543,0,1.24,0.06,0.82,1,0,tv10
P-kontrola,P,,405,13/07/2016,02/11/2016,16,gt,0.8434,1.9863,0.8368,0,0,0,0.8434,0,-0.0066,0,1.37,0.01,0.84,1,0,tv11
P-kontrola,P,,406,13/07/2016,02/11/2016,16,gt,0.8816,1.8381,0.8025,0,0,0,0.8816,0,-0.0791,0,1.29,0.09,0.8,1,0,tv12
P-kontrola,P,,407,13/07/2016,02/11/2016,16,gt,0.8165,0.7101,0.2483,0,0,0,0.8165,0,-0.5682,0,1.86,0.7,0.25,1,0,plo11
P-kontrola,P,,408,13/07/2016,02/11/2016,16,gt,0.9084,2.0782,0.9005,0,0,0,0.9084,0,-0.0079,0,1.31,0.01,0.9,1,0,plo12
P-kontrola,P,,409,28/07/2016,17/11/2016,16,pm,0.887,1.1561,0.7392,0,0,0,0.887,0,-0.1478,0,0.56,0.17,0.74,1,0,plo13
P-kontrola,P,,410,28/07/2016,17/11/2016,16,pm,0.8542,1.1397,0.7538,0,0,0,0.8542,0,-0.1004,0,0.51,0.12,0.75,1,0,plo14
P-kontrola,P,,411,28/07/2016,17/11/2016,16,pm,0.8444,1.7774,0.7806,0,0,0,0.8444,0,-0.0638,0,1.28,0.08,0.78,1,0,plo15
P-kontrola,P,,412,28/07/2016,17/11/2016,16,pm,0.8714,0.9184,0.6245,0,0,0,0.8714,0,-0.2469,0,0.47,0.28,0.62,1,0,plo16
P-kontrola,P,,413,28/07/2016,17/11/2016,16,pm,0.8735,1.1692,0.7223,0,0,0,0.8735,0,-0.1512,0,0.62,0.17,0.72,1,0,plo17
P-kontrola,P,,414,28/07/2016,17/11/2016,16,pm,0.7858,0.9442,0.6457,0,0,0,0.7858,0,-0.1401,0,0.46,0.18,0.65,1,0,plo18
P-kontrola,P,,415,28/07/2016,17/11/2016,16,pm,0.88,1.8952,0.8493,0,0,0,0.88,0,-0.0307,0,1.23,0.03,0.85,1,0,plo19
P-kontrola,P,,416,28/07/2016,17/11/2016,16,pm,0.8621,1.8536,0.7949,0,0,0,0.8621,0,-0.0672,0,1.33,0.08,0.79,1,0,plo20
P-kontrola,P,,417,28/07/2016,17/11/2016,16,pm,0.8817,0.8258,0.553,0,0,0,0.8817,0,-0.3287,0,0.49,0.37,0.55,1,0,plo kont3
P-kontrola,P,,418,28/07/2016,17/11/2016,16,pm,0.8008,0.8651,0.5471,0,0,0,0.8008,0,-0.2537,0,0.58,0.32,0.55,1,0,plo kont3
P-kontrola,P,,419,28/07/2016,17/11/2016,16,pm,0.9253,0.9403,0.6099,0,0,0,0.9253,0,-0.3154,0,0.54,0.34,0.61,1,0,plo kont3
P-kontrola,P,,420,28/07/2016,17/11/2016,16,pm,0.9383,1.2463,0.765,0,0,0,0.9383,0,-0.1733,0,0.63,0.18,0.77,1,0,plo kont3
P-kontrola,P,,421,28/07/2016,17/11/2016,16,pm,0.8606,1.9769,0.8242,0,0,0,0.8606,0,-0.0364,0,1.4,0.04,0.82,1,0,plo kont4
P-kontrola,P,,422,28/07/2016,17/11/2016,16,pm,0.8182,0.9886,0.6219,0,0,0,0.8182,0,-0.1963,0,0.59,0.24,0.62,1,0,plo kont4
P-kontrola,P,,423,28/07/2016,17/11/2016,16,pm,0.8151,0.9959,0.6179,0,0,0,0.8151,0,-0.1972,0,0.61,0.24,0.62,1,0,plo kont4
P-kontrola,P,,424,28/07/2016,17/11/2016,16,gt,0.7825,0.7824,0.2439,0,0,0,0.7825,0,-0.5386,0,2.21,0.69,0.24,1,0,plo kont4
P-kontrola,P,,425,28/07/2016,17/11/2016,16,gt,0.8833,1.1325,0.5032,0,0,0,0.8833,0,-0.3801,0,1.25,0.43,0.5,1,0,tv13
P-kontrola,P,,426,28/07/2016,17/11/2016,16,gt,0.8864,1.9362,0.8426,0,0,0,0.8864,0,-0.0438,0,1.3,0.05,0.84,1,0,tv14
P-kontrola,P,,427,28/07/2016,17/11/2016,16,gt,0.7909,1.8088,0.7417,0,0,0,0.7909,0,-0.0492,0,1.44,0.06,0.74,1,0,tv15
P-kontrola,P,,428,28/07/2016,17/11/2016,16,gt,0.8332,0.7813,0.3506,0,0,0,0.8332,0,-0.4826,0,1.23,0.58,0.35,1,0,tv16
P-kontrola,P,,429,28/07/2016,17/11/2016,16,gt,0.876,1.6931,0.7326,0,0,0,0.876,0,-0.1434,0,1.31,0.16,0.73,1,0,tv17
P-kontrola,P,,430,28/07/2016,17/11/2016,16,gt,0.8342,1.7482,0.7139,0,0,0,0.8342,0,-0.1203,0,1.45,0.14,0.71,1,0,tv kont3
P-kontrola,P,,431,28/07/2016,17/11/2016,16,gt,0.862,1.7982,0.7576,0,0,0,0.862,0,-0.1044,0,1.37,0.12,0.76,1,0,tv kont3
P-kontrola,P,,432,28/07/2016,17/11/2016,16,gt,0.836,0.6918,0.2549,0,0,0,0.836,0,-0.5811,0,1.71,0.7,0.25,1,0,tv kont3
P-kontrola,P,,433,28/07/2016,17/11/2016,16,gt,0.8612,0.7043,0.3104,0,0,0,0.8612,0,-0.5508,0,1.27,0.64,0.31,1,0,tv kont3
P-kontrola,P,,434,28/07/2016,17/11/2016,16,gt,0.8211,1.7342,0.7089,0,0,0,0.8211,0,-0.1122,0,1.45,0.14,0.71,1,0,tv kont4
P-kontrola,P,,435,28/07/2016,17/11/2016,16,gt,0.8779,1.8395,0.8054,0,0,0,0.8779,0,-0.0725,0,1.28,0.08,0.81,1,0,tv kont4
P-kontrola,P,,436,28/07/2016,17/11/2016,16,gt,0.9066,1.699,0.7756,0,0,0,0.9066,0,-0.131,0,1.19,0.14,0.78,1,0,tv kont4
P-kontrola,P,,437,29/07/2016,23/09/2016,8,pm,0.8661,0.922,0.7343,0,0,0,0.8661,0,-0.1318,0,0.26,0.15,0.73,1,0,tv kont4
P-kontrola,P,,438,29/07/2016,23/09/2016,8,pm,0.862,0.915,0.7251,0,0,0,0.862,0,-0.1369,0,0.26,0.16,0.73,1,0,tv18
P-kontrola,P,,439,29/07/2016,23/09/2016,8,pm,0.8361,0.9032,0.7143,0,0,0,0.8361,0,-0.1218,0,0.26,0.15,0.71,1,0,tv19
P-kontrola,P,,440,29/07/2016,23/09/2016,8,pm,0.8084,0.9201,0.7122,0,0,0,0.8084,0,-0.0962,0,0.29,0.12,0.71,1,0,tv20
P-kontrola,P,,441,29/07/2016,23/09/2016,8,pm,0.8419,0.9201,0.7147,0,0,0,0.8419,0,-0.1272,0,0.29,0.15,0.71,1,0,pm1
P-kontrola,P,,442,29/07/2016,23/09/2016,8,pm,0.8299,0.9577,0.7458,0,0,0,0.8299,0,-0.0841,0,0.28,0.1,0.75,1,0,pm2
P-kontrola,P,,443,29/07/2016,23/09/2016,8,gt,0.8805,0.7871,0.3602,0,0,0,0.8805,0,-0.5203,0,1.19,0.59,0.36,1,0,pm3
P-kontrola,P,,444,29/07/2016,23/09/2016,8,gt,0.8306,0.9014,0.5101,0,0,0,0.8306,0,-0.3205,0,0.77,0.39,0.51,1,0,gt1
P-kontrola,P,,445,29/07/2016,23/09/2016,8,gt,0.9098,1.3511,0.7467,0,0,0,0.9098,0,-0.1631,0,0.81,0.18,0.75,1,0,gt2
P-kontrola,P,,446,29/07/2016,23/09/2016,8,gt,0.8143,0.7315,0.388,0,0,0,0.8143,0,-0.4263,0,0.89,0.52,0.39,1,0,gt3
P-kontrola,P,,447,29/07/2016,23/09/2016,8,gt,0.9122,1.139,0.7283,0,0,0,0.9122,0,-0.1839,0,0.56,0.2,0.73,1,0,gt4
P-kontrola,P,,448,04/08/2016,29/09/2016,8,gt,0.82,1.9337,0.7997,0,0,0,0.82,0,-0.0203,0,1.42,0.02,0.8,1,0,gt5
P-kontrola,P,,449,04/08/2016,29/09/2016,8,gt,0.8885,1.3084,0.6761,0,0,0,0.8885,0,-0.2124,0,0.94,0.24,0.68,1,0,pm4
P-kontrola,P,,450,04/08/2016,29/09/2016,8,gt,0.8914,0.8602,0.4891,0,0,0,0.8914,0,-0.4023,0,0.76,0.45,0.49,1,0,pm5
P-kontrola,P,,451,04/08/2016,29/09/2016,8,gt,0.7927,1.1714,0.6373,0,0,0,0.7927,0,-0.1554,0,0.84,0.2,0.64,1,0,pm6
P-kontrola,P,,452,04/08/2016,29/09/2016,8,gt,0.8561,0.9498,0.4495,0,0,0,0.8561,0,-0.4066,0,1.11,0.47,0.45,1,0,pm7
P-kontrola,P,,453,04/08/2016,29/09/2016,8,gt,0.8606,1.0986,0.6678,0,0,0,0.8606,0,-0.1928,0,0.65,0.22,0.67,1,0,pm8
P-kontrola,P,,454,04/08/2016,29/09/2016,8,gt,0.9187,1.3524,0.7496,0,0,0,0.9187,0,-0.1691,0,0.8,0.18,0.75,1,0,pm9
P-kontrola,P,,455,04/08/2016,29/09/2016,8,gt,0.8857,1.1464,0.6832,0,0,0,0.8857,0,-0.2025,0,0.68,0.23,0.68,1,0,pm10
P-kontrola,P,,456,04/08/2016,29/09/2016,8,gt,0.8745,1.2532,0.7039,0,0,0,0.8745,0,-0.1706,0,0.78,0.2,0.7,1,0,pm kont1
P-kontrola,P,,457,04/08/2016,29/09/2016,8,gt,0.8743,1.1043,0.6572,0,0,0,0.8743,0,-0.2171,0,0.68,0.25,0.66,1,0,pm kont1
P-kontrola,P,,458,04/08/2016,29/09/2016,8,gt,0.858,1.0801,0.622,0,0,0,0.858,0,-0.236,0,0.74,0.28,0.62,1,0,pm kont1
P-kontrola,P,,459,04/08/2016,29/09/2016,8,gt,0.8541,1.1535,0.703,0,0,0,0.8541,0,-0.1511,0,0.64,0.18,0.7,1,0,pm kont1
P-kontrola,P,,460,04/08/2016,29/09/2016,8,gt,0.903,1.2369,0.7014,0,0,0,0.903,0,-0.2016,0,0.76,0.22,0.7,1,0,pm kont2
P-kontrola,P,,461,04/08/2016,29/09/2016,8,pm,0.8852,1.1162,0.777,0,0,0,0.8852,0,-0.1082,0,0.44,0.12,0.78,1,0,pm kont2
P-kontrola,P,,462,04/08/2016,29/09/2016,8,pm,0.8724,1.0054,0.7172,0,0,0,0.8724,0,-0.1552,0,0.4,0.18,0.72,1,0,pm kont2
P-kontrola,P,,463,04/08/2016,29/09/2016,8,pm,0.833,0.998,0.7146,0,0,0,0.833,0,-0.1184,0,0.4,0.14,0.71,1,0,pm kont2
P-kontrola,P,,464,04/08/2016,29/09/2016,8,pm,0.9062,1.0515,0.7603,0,0,0,0.9062,0,-0.1459,0,0.38,0.16,0.76,1,0,gt6
P-kontrola,P,,465,04/08/2016,29/09/2016,8,pm,0.8386,1.4482,0.7688,0,0,0,0.8386,0,-0.0698,0,0.88,0.08,0.77,1,0,gt7
P-kontrola,P,,466,04/08/2016,29/09/2016,8,pm,0.8673,1.0596,0.7293,0,0,0,0.8673,0,-0.138,0,0.45,0.16,0.73,1,0,gt8
P-kontrola,P,,467,04/08/2016,29/09/2016,8,pm,0.9017,1.1438,0.7372,0,0,0,0.9017,0,-0.1645,0,0.55,0.18,0.74,1,0,gt9
P-kontrola,P,,468,04/08/2016,29/09/2016,8,pm,0.9236,1.1115,0.7555,0,0,0,0.9236,0,-0.1681,0,0.47,0.18,0.76,1,0,gt10
P-kontrola,P,,469,04/08/2016,29/09/2016,8,pm,0.9081,1.0855,0.7405,0,0,0,0.9081,0,-0.1676,0,0.47,0.18,0.74,1,0,gt kont1
P-kontrola,P,,470,04/08/2016,29/09/2016,8,pm,0.9391,1.1882,0.8245,0,0,0,0.9391,0,-0.1146,0,0.44,0.12,0.82,1,0,gt kont1
P-kontrola,P,,471,04/08/2016,29/09/2016,8,pm,0.8973,1.1025,0.7479,0,0,0,0.8973,0,-0.1494,0,0.47,0.17,0.75,1,0,gt kont1
P-kontrola,P,,472,04/08/2016,29/09/2016,8,pm,0.8891,1.7714,0.82,0,0,0,0.8891,0,-0.0691,0,1.16,0.08,0.82,1,0,gt kont1
P-LO-MB-1,P,LO,201,13/07/2016,02/11/2016,16,pm,1.3795,1.6355,1.121,0.5339,0.876,584,0.5035,0.6175,0.0304,0.7,0.46,0.19,0.59,0.52,0,gt kont2
P-LO-MB-10,P,LO,210,28/07/2016,17/11/2016,16,pm,1.4687,1.7221,1.1456,0.597,0.837,558,0.6317,0.5139,-0.0347,0.61,0.5,0.22,0.55,0.48,0,gt kont2
P-LO-MB-11,P,LO,211,28/07/2016,17/11/2016,16,pm,1.8091,2.1763,1.5174,1.0799,0.677,451,1.1321,0.3853,-0.0522,0.57,0.43,0.16,0.44,0.29,0,gt kont2
P-LO-MB-12,P,LO,212,28/07/2016,17/11/2016,16,pm,1.7905,2.1475,1.5278,1.0995,0.707,471,1.0835,0.4443,0.016,0.63,0.41,0.15,0.43,0.28,0,gt kont2
P-LO-MB-13,P,LO,213,28/07/2016,17/11/2016,16,pm,1.8304,2.171,1.5607,1.1917,0.686,457,1.1444,0.4163,0.0473,0.61,0.39,0.15,0.37,0.24,0,pm11
P-LO-MB-14,P,LO,214,28/07/2016,17/11/2016,16,pm,1.8041,2.1066,1.5335,1.0691,0.685,457,1.1191,0.4144,-0.05,0.6,0.37,0.15,0.46,0.3,0,pm12
P-LO-MB-15,P,LO,215,28/07/2016,17/11/2016,16,pm,1.8144,2.0983,1.5881,1.0756,0.688,459,1.1264,0.4617,-0.0508,0.67,0.32,0.12,0.51,0.32,0,pm13
P-LO-MB-16,P,LO,216,28/07/2016,17/11/2016,16,gt,1.8043,2.1521,1.6564,1.0678,0.728,485,1.0763,0.5801,-0.0085,0.8,0.3,0.08,0.59,0.36,0,pm14
P-LO-MB-17,P,LO,217,28/07/2016,17/11/2016,16,gt,1.8079,2.1888,1.6838,1.0761,0.74,493,1.0679,0.6159,0.0082,0.83,0.3,0.07,0.61,0.36,0,pm15
P-LO-MB-18,P,LO,218,28/07/2016,17/11/2016,16,gt,1.817,2.225,1.6855,1.1023,0.71,473,1.107,0.5785,-0.0047,0.81,0.32,0.07,0.58,0.35,0,pm16
P-LO-MB-19,P,LO,219,28/07/2016,17/11/2016,16,gt,1.7819,2.1796,1.6512,1.0491,0.726,484,1.0559,0.5953,-0.0068,0.82,0.32,0.07,0.6,0.36,0,gt11
P-LO-MB-2,P,LO,202,13/07/2016,02/11/2016,16,pm,1.4454,1.4803,1.1312,0.652,0.892,595,0.5534,0.5778,0.0986,0.65,0.31,0.22,0.48,0.42,0,gt12
P-LO-MB-20,P,LO,220,28/07/2016,17/11/2016,16,gt,1.7902,2.1977,1.6791,1.0752,0.724,483,1.0662,0.6129,0.009,0.85,0.31,0.06,0.6,0.36,0,gt13
P-LO-MB-21,P,LO,221,29/07/2016,23/09/2016,8,pm,1.7151,1.9445,1.593,1.0794,0.661,441,1.0541,0.5389,0.0253,0.82,0.22,0.07,0.51,0.32,0,gt14
P-LO-MB-22,P,LO,222,29/07/2016,23/09/2016,8,pm,1.763,1.9996,1.6267,1.0572,0.699,466,1.064,0.5627,-0.0068,0.81,0.23,0.08,0.57,0.35,0,gt15
P-LO-MB-23,P,LO,223,29/07/2016,23/09/2016,8,pm,1.7958,2.0325,1.667,1.1038,0.709,473,1.0868,0.5802,0.017,0.82,0.22,0.07,0.56,0.34,0,gt16
P-LO-MB-24,P,LO,224,29/07/2016,23/09/2016,8,pm,1.7525,1.9188,1.5868,1.0398,0.715,477,1.0375,0.5493,0.0023,0.77,0.21,0.09,0.55,0.34,0,gt17
P-LO-MB-25,P,LO,225,29/07/2016,23/09/2016,8,pm,1.8182,2.0404,1.6867,1.1599,0.671,447,1.1472,0.5395,0.0127,0.8,0.21,0.07,0.53,0.31,0,gt18
P-LO-MB-26,P,LO,226,29/07/2016,23/09/2016,8,pm,1.7737,1.981,1.6215,1.0179,0.694,463,1.0797,0.5418,-0.0618,0.78,0.22,0.09,0.6,0.37,0,gt19
P-LO-MB-27,P,LO,227,29/07/2016,23/09/2016,8,gt,1.8009,2.0255,1.6751,1.0517,0.819,546,0.9819,0.6932,0.0698,0.85,0.21,0.07,0.62,0.37,0,gt20
P-LO-MB-28,P,LO,228,29/07/2016,23/09/2016,8,gt,1.7664,2.0782,1.7173,1.0151,0.689,459,1.0774,0.6399,-0.0623,0.93,0.21,0.03,0.7,0.41,0,gt kont3
P-LO-MB-29,P,LO,229,29/07/2016,23/09/2016,8,gt,1.7891,2.1043,1.7314,1.1036,0.701,467,1.0881,0.6433,0.0155,0.92,0.22,0.03,0.63,0.36,0,gt kont3
P-LO-MB-3,P,LO,203,13/07/2016,02/11/2016,16,pm,1.3917,1.685,1.0766,0.6292,0.917,611,0.4747,0.6019,0.1545,0.66,0.57,0.23,0.45,0.42,0,gt kont3
P-LO-MB-30,P,LO,230,29/07/2016,23/09/2016,8,gt,1.8075,2.0966,1.7115,1.1074,0.714,476,1.0935,0.618,0.0139,0.87,0.23,0.05,0.6,0.35,0,gt kont3
P-LO-MB-31,P,LO,231,29/07/2016,23/09/2016,8,gt,1.799,2.1253,1.7536,1.1773,0.71,473,1.089,0.6646,0.0883,0.94,0.21,0.03,0.58,0.33,0,gt kont4
P-LO-MB-32,P,LO,232,04/08/2016,29/09/2016,8,gt,1.8187,2.177,1.6916,1.0737,0.729,486,1.0897,0.6019,-0.016,0.83,0.29,0.07,0.62,0.37,0,gt kont4
P-LO-MB-33,P,LO,233,04/08/2016,29/09/2016,8,gt,1.7798,2.1627,1.6856,1.1091,0.698,465,1.0818,0.6038,0.0273,0.87,0.28,0.05,0.58,0.34,0,gt kont4
P-LO-MB-34,P,LO,234,04/08/2016,29/09/2016,8,gt,1.7648,2.1579,1.7038,1.1447,0.695,463,1.0698,0.634,0.0749,0.91,0.27,0.03,0.56,0.33,0,gt kont4
P-LO-MB-35,P,LO,235,04/08/2016,29/09/2016,8,gt,1.789,2.1533,1.6788,1.1348,0.75,500,1.039,0.6398,0.0958,0.85,0.28,0.06,0.54,0.32,0,pm17
P-LO-MB-36,P,LO,236,04/08/2016,29/09/2016,8,gt,1.8037,2.1985,1.7399,1.1571,0.722,481,1.0817,0.6582,0.0754,0.91,0.26,0.04,0.58,0.33,0,pm18
P-LO-MB-37,P,LO,237,04/08/2016,29/09/2016,8,pm,1.7817,2.0976,1.5681,1.0589,0.734,489,1.0477,0.5204,0.0112,0.71,0.34,0.12,0.51,0.32,0,pm19
P-LO-MB-38,P,LO,238,04/08/2016,29/09/2016,8,pm,1.8175,2.1253,1.6553,1.0658,0.719,479,1.0985,0.5568,-0.0327,0.77,0.28,0.09,0.59,0.36,0,pm20
P-LO-MB-39,P,LO,239,04/08/2016,29/09/2016,8,pm,1.804,2.0804,1.6176,1.1502,0.698,465,1.106,0.5116,0.0442,0.73,0.29,0.1,0.47,0.29,0,pm kont3
P-LO-MB-4,P,LO,204,13/07/2016,02/11/2016,16,gt,1.3793,1.497,1.2147,0.6962,0.878,585,0.5013,0.7134,0.1949,0.81,0.23,0.12,0.52,0.43,0,pm kont3
P-LO-MB-40,P,LO,240,04/08/2016,29/09/2016,8,pm,1.7814,2.1144,1.598,1.0928,0.723,482,1.0584,0.5396,0.0344,0.75,0.32,0.1,0.51,0.32,0,pm kont3
P-LO-MB-5,P,LO,205,13/07/2016,02/11/2016,16,gt,1.313,1.7163,1.2558,0.6298,0.73,487,0.583,0.6728,0.0468,0.92,0.37,0.04,0.63,0.5,0,pm kont3
P-LO-MB-6,P,LO,206,13/07/2016,02/11/2016,16,gt,1.4172,1.7332,1.3081,0.6044,0.936,624,0.4812,0.8269,0.1232,0.88,0.32,0.08,0.7,0.54,0,pm kont4
P-LO-MB-7,P,LO,207,13/07/2016,02/11/2016,16,gt,1.4635,1.6824,1.2707,0.6685,0.948,632,0.5155,0.7552,0.153,0.8,0.32,0.13,0.6,0.47,0,pm kont4
P-LO-MB-8,P,LO,208,13/07/2016,02/11/2016,16,gt,1.4263,1.8008,1.3639,0.6585,0.924,616,0.5023,0.8616,0.1562,0.93,0.32,0.04,0.71,0.52,0,pm kont4
P-LO-MB-9,P,LO,209,28/07/2016,17/11/2016,16,pm,1.5063,1.7303,1.1799,0.5575,0.945,630,0.5613,0.6186,-0.0038,0.65,0.47,0.22,0.62,0.53,0,pm kont4